Ependymoma	TAZ_154414101-154414190_154413481-154413567_154419542-154419623
Ependymoma	TRAPPC2_13734044-13734185_13719870-13719982_13734524-13734620
Ependymoma	SBF1_50457034-50457111_50456491-50456673_50459254-50459392
Ependymoma	DENND6B_50316566-50316626_50316369-50316475_50317292-50317373
Ependymoma	DENND6B_50316566-50316712_50316369-50316475_50317292-50317373
Ependymoma	PACSIN2_42876888-42877010_42876136-42876333_42879047-42879169
Ependymoma	MRTFA_40594674-40594735_40552105-40552367_40636477-40636685
Ependymoma	PISD_31623684-31623849_31621648-31621885_31648100-31648276
Ependymoma	AP1B1_29339754-29339774_29338989-29339133_29340655-29340857
Ependymoma	MED15_20575113-20575232_20568520-20568631_20582610-20582747
Ependymoma	EVA1C_32453312-32453508_32412005-32413013_32467695-32467848
Ependymoma	DNAJC5_63931109-63931182_63930850-63931022_63931464-63936031
Ependymoma	NKAIN4_63242539-63242623_63240783-63241506_63244023-63244084
Ependymoma	LSM14B_62127585-62127701_62126303-62126439_62129784-62129952
Ependymoma	SLC12A5_46022843-46023071_46021711-46021886_46023368-46023581
Ependymoma	SLC12A5_46022930-46023071_46021838-46021886_46023368-46023589
Ependymoma	SNHG11_38447930-38448093_38446886-38447623_38448661-38448730
Ependymoma	NNAT_37522358-37522438_37521249-37521403_37522666-37523690
Ependymoma	EPB41L1_36195329-36195364_36194211-36194360_36197858-36198041
Ependymoma	EPB41L1_36209488-36209898_36197858-36198041_36212271-36212376
Ependymoma	ERGIC3_35554372-35554386_35548807-35548865_35555043-35555075
Ependymoma	HM13_31568078-31568224_31566209-31566295_31569119-31569326
Ependymoma	HM13_31568078-31568280_31566209-31566295_31569119-31569541
Ependymoma	PTPRA_2975215-2975241_2964860-2965202_2986764-2986849
Ependymoma	RAB9A_13703735-13703902_13689160-13689288_13708720-13708817
Ependymoma	EMC10_50481861-50481947_50480883-50480977_50482148-50483351
Ependymoma	AP2A1_49802534-49802599_49801980-49802141_49802948-49803005
Ependymoma	SNRNP70_49102114-49102185_49101389-49101471_49104633-49104735
Ependymoma	SNRNP70_49102114-49103587_49101389-49101471_49104633-49104735
Ependymoma	HSD17B14_48813456-48813552_48813017-48813348_48813662-48813730
Ependymoma	PLD3_40365553-40365585_40348583-40348724_40366418-40366510
Ependymoma	PLD3_40365553-40365585_40348703-40348768_40366418-40366510
