SpliceID	dPSI	Uniprot
AAK1_69480860-69480961	0.3505	Modifications
AASS_122101371-122101438	0.312888888888889	Modifications
ABCA1_104804626-104804720	0.363714285714286	Modifications
ABCB10_229547499-229547701	0.42475	Modifications
ABCE1_145121333-145121391	0.365	Modifications
ABHD14A-ACY1_51980393-51980628	0.476571428571429	Modifications
ABI1_26759062-26759235	0.413	Modifications
ABLIM1_114453379-114453483	0.524948051948052	Modifications
ABLIM3_149237448-149237603	0.578644736842105	Modifications
AC004076.1_57456126-57456182	0.54525	Modifications
AC004832.3_30415759-30415865	0.32925	Modifications
AC004832.3_30427171-30427403	0.244333333333333	Modifications
AC058822.1_53414615-53414722	0.352333333333333	Modifications
AC069281.2_100577086-100577154	0.24375	Modifications
AC092718.3_81084463-81084594	0.318	Modifications
AC106741.2_76475939-76476045	0.225	Modifications
AC118549.1_77631850-77633405	0.272	Modifications
AC138894.1_28489290-28489386	0.2575	Modifications
AC242426.2_147280026-147280191	0.355333333333333	Modifications
AC242426.2_147284351-147284499	0.319	Modifications
ACAD10_111729806-111729956	0.424166666666667	Modifications
ACADSB_123037747-123037847	0.435777777777778	Modifications
ACADS_120737356-120737467	0.316	Modifications
ACHE_100892334-100892554	0.23	Modifications
ACHE_100892334-100892643	0.243	Modifications
ACHE_100892334-100892818	0.2185	Modifications
ACHE_100892687-100892818	0.385666666666667	Modifications
ACIN1_23089982-23090101	0.249363636363636	Modifications
ACLY_41897749-41897839	0.2782	Modifications
ACOX1_75973625-75973785	0.360111111111111	Modifications
ACP1_276980-277085	0.414	Modifications
ACSM5_20423916-20424069	0.38425	Modifications
ACTN2_236735635-236735720	0.3982	Modifications
ACTN4_38710257-38710342	0.25796	Modifications
ACTR8_53878357-53878467	0.5218	Modifications
ACVR1B_51986818-51986942	0.386	Modifications
ACVRL1_51913559-51913770	0.3634	Modifications
ACYP1_75063470-75063561	0.395578947368421	Modifications
ADAM10_58643886-58643978	0.479	Modifications
ADAM11_44769718-44769794	0.392	Modifications
ADAM19_157499573-157499662	0.6075	Modifications
ADAM23_206571727-206571816	0.368333333333333	Modifications
ADAM33_3675027-3675105	0.5185	Modifications
ADAMTS13_133425938-133426062	0.264333333333333	Modifications
ADAMTS13_133438246-133438366	0.37295	Modifications
ADAMTS13_133457910-133458094	0.515666666666667	Modifications
ADAMTS14_70674556-70674995	0.331428571428571	Modifications
ADAMTSL2_133538349-133538424	0.3525	Modifications
ADARB1_45175730-45176664	0.25275	Modifications
ADCY8_130847424-130847513	0.3483	Modifications
ADD3_110132305-110132400	0.417565789473684	Modifications
ADGRA2_37814896-37814967	0.258	Modifications
ADGRB3_68974763-68974864	0.415	Modifications
ADGRE2_14755654-14755844	0.5685	Modifications
ADGRE2_14755654-14755877	0.4575	Modifications
ADGRG3_57676200-57676338	0.392	Modifications
ADGRG5_57570418-57570535	0.37375	Modifications
ADSL_40354248-40354327	0.389666666666667	Modifications
AFAP1L1_149306306-149306404	0.3265	Modifications
AFAP1L2_114333221-114333295	0.2285	Modifications
AFG3L2_12367276-12367382	0.30625	Modifications
AGAP3_151139979-151140116	0.229333333333333	Modifications
AK2_33021367-33021461	0.25	Modifications
AK2_33021593-33021703	0.49625	Modifications
AKAP8_15373786-15374065	0.279	Modifications
AKNA_114367543-114367697	0.32475	Modifications
AKR1A1_45568485-45568684	0.261666666666667	Modifications
AKT2_40236238-40236385	0.2785	Modifications
AKT2_40265222-40265351	0.2305	Modifications
AL358113.1_69249375-69249485	0.279909090909091	Modifications
AL358113.1_69251035-69251364	0.3348125	Modifications
ALDOA_30068818-30068990	0.501333333333333	Modifications
AMBRA1_46508191-46508370	0.3524	Modifications
AMPD2_109620914-109621266	0.461125	Modifications
AMPD2_109625303-109625433	0.289666666666667	Modifications
ANAPC16_72223888-72224056	0.43	Modifications
ANAPC1_111824966-111825036	0.5625	Modifications
ANGPT4_874284-874414	0.46	Modifications
ANK2_113348276-113348308	0.5	Modifications
ANK2_113353045-113359299	0.326094594594595	Modifications
ANK2_113373285-113373449	0.2355	Modifications
ANK3_60068637-60076448	0.604952380952381	Modifications
ANK3_60073872-60076454	0.549245614035088	Modifications
ANK3_60082150-60082176	0.413704918032787	Modifications
ANKRD17_73139531-73140283	0.321666666666667	Modifications
ANKRD26_27082803-27082833	0.314	Modifications
ANKS1B_98829174-98829251	0.309666666666667	Modifications
ANKS3_4726979-4727177	0.373931034482759	Modifications
ANKS6_98790104-98790606	0.358529411764706	Modifications
ANLN_36407718-36407956	0.5435	Modifications
ANLN_36407734-36407956	0.458	Modifications
ANLN_36411059-36411166	0.2165	Modifications
ANLN_36417080-36417190	0.338083333333333	Modifications
ANO5_22250951-22251011	0.246666666666667	Modifications
ANTKMT_722084-722134	0.316666666666667	Modifications
ANXA2_60382342-60382441	0.2405	Modifications
AOC3_42855444-42855573	0.403	Modifications
AP000295.1_33262793-33263637	0.5485	Modifications
AP000295.1_33276596-33276753	0.292333333333333	Modifications
AP001931.2_57814311-57814373	0.27	Modifications
AP003071.5_69085210-69085286	0.312166666666667	Modifications
APLF_68513080-68513227	0.36	Modifications
APOBEC3G_39078932-39079085	0.524333333333333	Modifications
ARFGAP2_47175015-47175098	0.3925	Modifications
ARHGAP17_24939364-24939597	0.3195	Modifications
ARHGAP19_97266079-97266125	0.448	Modifications
ARHGAP20_110690547-110690629	0.3025	Modifications
ARHGEF1_41897946-41898113	0.317947368421053	Modifications
ARHGEF33_38959841-38960648	0.3625	Modifications
ARHGEF40_21073932-21074991	0.645837837837838	Modifications
ARHGEF40_21073932-21075180	0.22625	Modifications
ARHGEF40_21087320-21087463	0.2325	Modifications
ARHGEF7_111209872-111210002	0.304	Modifications
ARID3B_74591151-74591434	0.36	Modifications
ARID4A_58366024-58366068	0.398666666666667	Modifications
ARID4B_235160511-235160647	0.268	Modifications
ARMC6_19042711-19042877	0.388	Modifications
ARMT1_151454548-151454653	0.4125	Modifications
ARPP19_52568848-52568900	0.24655	Modifications
ARPP19_52568848-52568902	0.24525	Modifications
ARPP21_35715439-35715476	0.578625	Modifications
ARRB2_4716147-4716191	0.286666666666667	Modifications
ARSA_50626834-50627052	0.2155	Modifications
ARSL_2958274-2958435	0.3625	Modifications
ARVCF_19979743-19980242	0.3835	Modifications
ASAP2_9391062-9391196	0.450909090909091	Modifications
ASGR1_7177210-7177326	0.36775	Modifications
ASIC3_151051172-151051319	0.423571428571429	Modifications
ASL_66081803-66081997	0.29075	Modifications
ASPDH_50512360-50512580	0.670428571428571	Modifications
ATF2_175117990-175118118	0.349666666666667	Modifications
ATF2_175118251-175118369	0.42875	Modifications
ATF2_175121444-175121540	0.28375	Modifications
ATG13_46667773-46667887	0.282666666666667	Modifications
ATG16L1_233273721-233273777	0.4251875	Modifications
ATM_108248933-108249102	0.396333333333333	Modifications
ATP11C_139731651-139731755	0.408055555555556	Modifications
ATP8A1_42569161-42569205	0.431887096774193	Modifications
ATRNL1_115171037-115171292	0.2672	Modifications
ATXN2_111516154-111516363	0.323166666666667	Modifications
ATXN2_111516154-111516399	0.387	Modifications
AURKB_8207738-8207840	0.351	Modifications
AURKB_8207738-8207901	0.4408	Modifications
AXIN1_346148-347106	0.265894736842105	Modifications
B3GALNT2_235489168-235489268	0.462571428571429	Modifications
B4GALNT1_57631200-57631364	0.21525	Modifications
B4GALT6_31657976-31658089	0.3935	Modifications
BANP_87975048-87975203	0.30175	Modifications
BANP_87975048-87975207	0.297375	Modifications
BCAS1_53966906-53967073	0.26635	Modifications
BCAS1_53975389-53975430	0.298777777777778	Modifications
BCCIP_125830562-125830651	0.245	Modifications
BCHE_165829517-165831041	0.367730769230769	Modifications
BCL11A_60460682-60461744	0.217625	Modifications
BCL2L12_49667019-49667161	0.543125	Modifications
BCL2L12_49667022-49667161	0.497666666666667	Modifications
BCL2L12_49668851-49668937	0.402222222222222	Modifications
BCL2L12_49670216-49670488	0.445444444444444	Modifications
BCLAF1_136267029-136267175	0.276545454545455	Modifications
BCLAF3_19950753-19950868	0.30025	Modifications
BEGAIN_100540496-100540579	0.254	Modifications
BEGAIN_100567911-100567939	0.3455	Modifications
BIRC5_78216664-78216781	0.38175	Modifications
BIRC6_32464509-32464823	0.203	Modifications
BMP7_57173200-57173310	0.219	Modifications
BOK_241559455-241559703	0.2855	Modifications
BORCS8-MEF2B_19180686-19180761	0.367666666666667	Modifications
BPNT1_220079727-220079854	0.211	Modifications
BRAF_140734617-140734770	0.251461538461538	Modifications
BRAP_111681637-111681835	0.3138	Modifications
BRAP_111683146-111683307	0.2205	Modifications
BRD7_50321982-50322038	0.396666666666667	Modifications
BRD8_138164087-138164133	0.340833333333333	Modifications
BRPF3_36211258-36211560	0.254285714285714	Modifications
BRSK1_55304050-55304110	0.2655	Modifications
BSN_49660486-49662562	0.3265	Modifications
BSN_49662876-49663666	0.276833333333333	Modifications
BTAF1_91942422-91942568	0.22725	Modifications
BTBD7_93295970-93296157	0.282	Modifications
BTN3A2_26372897-26373097	0.291162162162162	Modifications
BYSL_41930132-41930270	0.3515	Modifications
C11orf58_16748097-16748157	0.346666666666667	Modifications
C11orf74_36633284-36633438	0.380145454545455	Modifications
C19orf54_40742515-40742770	0.3802	Modifications
C19orf57_13889188-13890462	0.2685	Modifications
C1RL_7099901-7100026	0.228333333333333	Modifications
C2CD2_41899053-41899347	0.27725	Modifications
C2CD2_41899053-41899362	0.2085	Modifications
C2_31927955-31928164	0.312333333333333	Modifications
C2_31928732-31928917	0.357	Modifications
CAAP1_26887313-26887513	0.293	Modifications
CACNA1B_137956771-137956827	0.347	Modifications
CACNA1G_50569706-50569803	0.295333333333333	Modifications
CALU_128748573-128748804	0.2655	Modifications
CAMK2A_150250688-150250810	0.3105	Modifications
CAMK2B_44231006-44231054	0.269444444444444	Modifications
CAMK2D_113500463-113500508	0.2518	Modifications
CAMK2G_73819532-73819617	0.2256	Modifications
CAMK2G_73819532-73819645	0.2475	Modifications
CAMK2G_73825279-73825347	0.3914	Modifications
CAMK2G_73825321-73825347	0.4215	Modifications
CAMK2G_73828089-73828121	0.513465753424658	Modifications
CAMSAP1_135866456-135866536	0.33875	Modifications
CANX_179708239-179708380	0.2535	Modifications
CAPZB_19342752-19342864	0.236	Modifications
CARM1_10921375-10921443	0.330176470588235	Modifications
CARMIL1_25435483-25435604	0.2785	Modifications
CASC4_44402887-44403054	0.275806451612903	Modifications
CASP6_109696410-109696486	0.367086956521739	Modifications
CASP8AP2_89846562-89846644	0.35125	Modifications
CASP8_201272898-201272942	0.572789473684211	Modifications
CASP8_201274889-201274953	0.393555555555556	Modifications
CASP9_15506899-15507075	0.7550625	Modifications
CASP9_15506899-15507133	0.878	Modifications
CASS4_56451819-56453129	0.364	Modifications
CAST_96729153-96729209	0.317	Modifications
CAST_96736172-96736240	0.3984	Modifications
CAST_96740745-96740783	0.441125	Modifications
CBFA2T3_88880720-88880788	0.42	Modifications
CC2D1B_52357001-52357126	0.264	Modifications
CCDC14_123955843-123956115	0.58	Modifications
CCDC14_123956046-123956115	0.46525	Modifications
CCDC88A_55308809-55309023	0.218	Modifications
CCDC88A_55309162-55309254	0.3862	Modifications
CCM2_45068443-45068579	0.607666666666667	Modifications
CCNH_87394405-87394484	0.532066666666667	Modifications
CCZ1B_6812976-6813037	0.414	Modifications
CCZ1_5911861-5911922	0.6985	Modifications
CD33_51225218-51225598	0.52275	Modifications
CD38_15824881-15825016	0.427888888888889	Modifications
CD38_15838092-15838165	0.3745	Modifications
CD3D_118340375-118340593	0.5835	Modifications
CD40_46123126-46123219	0.439857142857143	Modifications
CD40_46126640-46126701	0.493285714285714	Modifications
CD44_35211246-35211449	0.632755555555556	Modifications
CD46_207767779-207767823	0.410375	Modifications
CD46_207770321-207770362	0.239	Modifications
CDC25A_48180721-48180840	0.4554	Modifications
CDC25C_138325815-138325904	0.512555555555556	Modifications
CDC27_47151806-47151936	0.452	Modifications
CDH10_24505112-24505248	0.326333333333333	Modifications
CDH23_71790288-71790413	0.278	Modifications
CDH3_68678762-68678906	0.2545	Modifications
