SpliceID	dPSI	Uniprot
BCAS1:53975389-53975430_53953431-53953695_53985286-53985499	0.374722222222222	Modifications
CAMK2G:73819532-73819617_73817478-73817554_73821681-73821730	0.262330578512397	Modifications
CAMK2G:73819532-73819645_73817478-73817554_73821681-73821730	0.442752066115703	Modifications
CAPZB:19342752-19342864_19338822-19339617_19344357-19344434	0.240796747967479	Modifications
CAST:96729153-96729209_96727488-96727530_96729611-96729691	0.717520661157025	Modifications
CEP170:243185779-243186072_243172696-243172846_243186258-243186280	0.686079545454545	Modifications
FSD1L:105513599-105513631_105512806-105512936_105534492-105534593	0.536662921348315	Modifications
MAPT:45989878-45990075_45987039-45987095_45991459-45991586	0.120216666666667	Modifications
MRPL43:100983948-100984074_100983754-100983817_100986748-100986975	0.308840909090909	Modifications
MTMR14:9689964-9690143_9688943-9689082_9701789-9702393	0.64391	Modifications
MTMR14:9697711-9697866_9688943-9689082_9701789-9702216	0.49905	Modifications
PAK4:39172918-39173106_39169531-39169757_39173575-39174010	0.582154761904762	Modifications
PCBP2:53467805-53467843_53467220-53467293_53468776-53468832	0.671959349593496	Modifications
PCBP2:53467805-53467843_53467220-53467293_53468779-53468832	0.912595041322315	Modifications
PTPRC:198696712-198696909_198692346-198692373_198699563-198699620	0.114333333333333	Modifications
PUF60:143820666-143820716_143818372-143818534_143821596-143821686	0.758446280991735	Modifications
RBM42:35632936-35633001_35631330-35631405_35633097-35633252	0.27321359223301	Modifications
RGN:47089776-47089991_47084417-47084600_47091677-47091809	0.507760563380282	Modifications
SELENON:25802016-25802117_25801042-25801160_25805141-25805275	0.138860655737705	Modifications
SEPTIN7:35832798-35832893_35801218-35801270_35863551-35863658	0.392384615384615	Modifications
ABCB4:87411893-87412033_87409235-87409392_87413616-87413717	0.457870967741935	Other
ABI1:26763880-26763960_26759061-26759235_26765217-26765318	0.353302521008403	Other
ABI1:26763880-26763960_26759061-26759238_26765217-26765318	0.227837398373984	Other
ABRAXAS1:83483992-83484166_83482153-83482244_83484985-83485103	0.21578125	Other
ACACB:109260065-109260149_109258972-109259108_109260479-109260657	0.167034482758621	Other
ATP2B2:10385268-10385327_10379242-10379284_10388276-10388402	0.354423076923077	Other
C4orf47:185436284-185436359_185436045-185436183_185440539-185440719	0.336719298245614	Other
CADM2:85979164-85979283_85961468-85961647_86065604-86065730	0.326775	Other
CALCOCO1:53712775-53712846_53711118-53712121_53713099-53713206	0.0676632653061224	Other
CBLB:105749622-105749765_105745916-105746038_105751461-105751618	0.0528125	Other
CBWD2:113439020-113439117_113437790-113438022_113441350-113441437	0.225469135802469	Other
CCDC90B:83285127-83285211_83280140-83280260_83285872-83285979	0.119284482758621	Other
CD44:35204512-35204640_35189834-35190065_35214851-35214914	0.00620370370370371	Other
CDADC1:49265879-49266003_49259345-49259523_49267489-49267525	0.105878787878788	Other
CEP250:35474794-35474852_35474000-35474052_35475501-35475646	0.181	Other
CEP43:167013508-167013567_167010812-167010893_167022408-167022635	0.340940170940171	Other
CHD9:53223450-53223507_53222643-53222755_53226365-53226403	0.0726666666666667	Other
CLASP1:121445449-121445496_121430072-121430177_121447336-121447507	0.319414414414414	Other
CNTN1:41061762-41061884_41029113-41029219_41069958-41070241	0.0127765957446809	Other
COL11A1:103025800-103025952_103025520-103025613_103026215-103026332	0.119129032258065	Other
CPNE1:35658930-35658982_35632794-35632923_35664801-35664956	0.110362068965517	Other
CPNE1:35658930-35659014_35632794-35632923_35664801-35664837	0.136386138613861	Other
CPSF6:69258035-69258145_69257731-69257905_69258589-69259094	0.102613445378151	Other
CTBS:84569931-84570139_84565840-84566012_84570581-84570720	0.683072072072072	Other
DGUOK:73932598-73932683_73926896-73927052_73946718-73946906	0.0522330097087378	Other
DNAH1:52323808-52323880_52322408-52322775_52326139-52326314	0.39521568627451	Other
DNAJC10:182739545-182739709_182736248-182736386_182740298-182740384	0.10585	Other
DROSHA:31467142-31467166_31466181-31466281_31467938-31468006	0.0453333333333333	Other
DROSHA:31521123-31521215_31514987-31515219_31526078-31526912	0.780582524271845	Other
E2F6:11455342-11455474_11453581-11453798_11457178-11457233	0.167715596330275	Other
ECHDC2:52906519-52906611_52905033-52905090_52907867-52907954	0.455604395604396	Other
EED:86270083-86270157_86267894-86268561_86276979-86277138	0.120472972972973	Other
