SpliceID	dPSI	Uniprot
AAK1:69480860-69480961_69465845-69466551_69495984-69496080	0.368	Modifications
AAK1:69480860-69480961_69465845-69466551_69505568-69505673	0.176794871794872	Modifications
ABLIM1:114453379-114453483_114451623-114451671_114465697-114465827	0.283191709844559	Modifications
ABLIM3:149237448-149237603_149233228-149233300_149239758-149239888	0.189647058823529	Modifications
ACLY:41896620-41896649_41893032-41893174_41897748-41897839	0.595926108374384	Modifications
ACOX1:75973625-75973785_75960214-75960375_75978533-75978693	0.0849634146341464	Modifications
ACTN2:236735635-236735720_236734432-236734518_236737121-236737214	0.461352941176471	Modifications
ACTN4:38710257-38710342_38709394-38709476_38711275-38711361	0.274343137254902	Modifications
ADCY8:130847424-130847513_130836276-130836449_130849601-130849803	0.615422222222222	Modifications
ADD3:110132305-110132400_110130362-110130486_110133325-110135565	0.154628712871287	Modifications
ADGRE5:14397077-14397223_14390923-14391079_14397657-14397804	0.0922222222222222	Modifications
ADGRE5:14397077-14397223_14396249-14396473_14397657-14397804	0.315076923076923	Modifications
AFAP1L2:114333221-114333295_114323170-114323261_114340602-114340731	0.90275	Modifications
AGAP3:151139979-151140116_151134424-151134568_151141897-151142052	0.374579207920792	Modifications
AKT2:40265222-40265351_40256925-40257054_40285180-40285265	0.812908108108108	Modifications
AKT2:40265259-40265351_40256925-40257054_40285180-40285342	0.523351648351648	Modifications
ALDH1A1:72952935-72953014_72940147-72940252_73080366-73080442	0.861267605633803	Modifications
AMPD2:109620914-109621266_109619836-109620278_109625302-109625433	0.27704	Modifications
ANAPC16:72223888-72224056_72215999-72216072_72230365-72230440	0.868642424242424	Modifications
ANAPC16:72223888-72224056_72216011-72216138_72230365-72230440	0.771372448979592	Modifications
ANK2:113353045-113359299_113350227-113350249_113360822-113360897	0.14311377245509	Modifications
ANK3:60068637-60076448_60067934-60068009_60080536-60080618	0.270152941176471	Modifications
ANK3:60073872-60076454_60067934-60068009_60080536-60080618	0.437439024390244	Modifications
ANK3:60082150-60082176_60080536-60080618_60082614-60082686	0.2142	Modifications
ANK3:60137342-60137353_60134270-60134373_60138963-60139087	0.241369230769231	Modifications
ANKS3:4726979-4727177_4726658-4726780_4729979-4730151	0.473390625	Modifications
ARFIP1:152870753-152870848_152863605-152863714_152872451-152872564	0.57250505050505	Modifications
ARHGEF1:41897946-41898113_41896376-41896482_41898441-41898587	0.281964028776978	Modifications
ARHGEF40:21073932-21074991_21070290-21070399_21075331-21075499	0.31445	Modifications
ARHGEF40:21087320-21087463_21087000-21087105_21087967-21088098	0.51105	Modifications
ARID4B:235176748-235176903_235175183-235175399_235177799-235177913	0.0324473684210526	Modifications
ASAP1:130091973-130092143_130079901-130079971_130112093-130112322	0.668984924623116	Modifications
ASPDH:50513272-50513416_50512926-50513011_50514477-50514690	0.293170212765958	Modifications
ASPDH:50513272-50513416_50512926-50513011_50514490-50514659	0.242425531914894	Modifications
ATG16L1:233273721-233273777_233272965-233273052_233274675-233274778	0.58837012987013	Modifications
ATP8A1:42569161-42569205_42555967-42556040_42574618-42574707	0.303479166666667	Modifications
BCAS1:53966906-53967073_53953431-53953695_53975388-53975430	0.7111015625	Modifications
BCAS1:53966906-53967073_53953431-53953695_53985286-53985499	0.393517730496454	Modifications
BCAS1:53975389-53975430_53953431-53953695_53985286-53985499	0.36178417266187	Modifications
BCL11A:60460682-60461744_60452499-60452666_60462281-60462424	0.146552631578947	Modifications
BID:17750105-17750174_17739348-17739488_17774380-17774412	0.501822222222222	Modifications
C16orf87:46809603-46809785_46796602-46803070_46824385-46824482	0.778574850299401	Modifications
CAMK2D:113455726-113455821_113451031-113454515_113457334-113457563	0.170925373134328	Modifications
CAMK2G:73819532-73819617_73817478-73817554_73821681-73821730	0.25129381443299	Modifications
CAMK2G:73819532-73819645_73817478-73817554_73821681-73821730	0.45906862745098	Modifications
CAMK2G:73828089-73828121_73824039-73824084_73837467-73837511	0.46254081632653	Modifications
CAMK2G:73828089-73828121_73825278-73825347_73837467-73837511	0.10769	Modifications
CAPZB:19342752-19342864_19338822-19339617_19344357-19344434	0.185296650717703	Modifications
CASP8:201272898-201272942_201272637-201272776_201274888-201274953	0.464631147540984	Modifications
CASP8:201272898-201272942_201272637-201272776_201276826-201276968	0.5474375	Modifications
CAST:96729153-96729209_96727488-96727530_96729611-96729691	0.717236180904523	Modifications
CAST:96740745-96740783_96740037-96740118_96741265-96741317	0.551453333333333	Modifications
CCM2:45038253-45038426_45000187-45000363_45063917-45064001	0.783071856287425	Modifications
CCM2:45068443-45068579_45064462-45064646_45072725-45072783	0.848333333333333	Modifications
CCNYL1:207733947-207734047_207726841-207726876_207737410-207737446	0.638655172413793	Modifications
CCT3:156337079-156337240_156335826-156335888_156338153-156338247	0.00408333333333334	Modifications
CD44:35211246-35211449_35189834-35189972_35214851-35214861	0.38766129032258	Modifications
CD44:35211246-35211449_35189834-35190065_35214851-35214861	0.0171538461538461	Modifications
CD46:207767607-207767651_207767012-207767195_207767778-207767823	0.0614929577464789	Modifications
CD46:207767779-207767823_207767012-207767195_207770320-207770362	0.614525510204082	Modifications
CD46:207767779-207767823_207767012-207767195_207783291-207783330	0.668805194805195	Modifications
CD74:150403121-150403312_150402562-150402625_150404679-150404767	0.205018957345972	Modifications
CDC25C:138325815-138325904_138319218-138319374_138328483-138328529	0.51	Modifications
CDC25C:138326021-138326054_138319218-138319374_138328483-138328529	0.45315	Modifications
CDHR3:106001462-106001610_105984191-105984289_106004497-106004687	0.402111111111111	Modifications
CDKL3:134350249-134350427_134321790-134321903_134370997-134371041	0.322341463414634	Modifications
CEP131:81192736-81192843_81192475-81192593_81193925-81194127	0.726810810810811	Modifications
CEP164:117382796-117382942_117381700-117381868_117387202-117387412	0.503037593984962	Modifications
CERT1:75399310-75399387_75389591-75389687_75400204-75400297	0.349341584158416	Modifications
CHD1L:147284351-147284499_147276103-147276257_147285323-147285487	0.937387096774194	Modifications
CHL1:398227-398385_394692-394872_399016-399148	0.443253886010362	Modifications
CLEC7A:10126571-10126708_10125296-10125448_10127746-10127845	0.281225806451613	Modifications
CLTCL1:19187558-19187728_19183389-19183611_19187980-19188091	0.399	Modifications
COL6A3:237387582-237388184_237380914-237381499_237396726-237396847	0.193975609756098	Modifications
CRACD:56298214-56298349_56272320-56272492_56307534-56307565	0.529756756756757	Modifications
CREM:35179134-35179276_35126809-35127193_35206894-35207051	0.407071428571429	Modifications
CREM:35179134-35179276_35148367-35148491_35206894-35207051	0.38025	Modifications
CRYL1:20439593-20439754_20432101-20432296_20489369-20489436	0.814517948717949	Modifications
CSDE1:114737471-114737563_114736757-114736855_114737962-114738072	0.112682464454976	Modifications
CSMD3:112975837-112976148_112954683-112954761_113019066-113019179	0.423652631578947	Modifications
CTDP1:79728907-79729069_79717809-79718016_79736354-79736521	0.554275449101797	Modifications
CTTN:70421470-70421580_70420399-70420510_70422939-70422995	0.414023809523809	Modifications
DBI:119370740-119370802_119368187-119368305_119372244-119372407	0.999166666666667	Modifications
DCTN1:74372928-74372948_74371356-74371728_74377431-74377466	0.283505494505495	Modifications
DDR1:30895404-30895514_30894505-30894671_30896620-30896865	0.460580188679245	Modifications
DENND5B:31495810-31495919_31479588-31480255_31590705-31591018	0.9594375	Modifications
DEPDC1:68482046-68482897_68481439-68481612_68483949-68484090	0.398244444444444	Modifications
DHRS4:23966283-23966417_23959901-23960003_23967210-23967266	0.38584	Modifications
DHRS4L2:24001384-24001517_23995031-23995133_24004336-24004392	0.376027397260274	Modifications
DMTN:22067085-22067159_22066497-22066893_22067526-22067648	0.386109375	Modifications
DMTN:22080805-22080870_22080617-22080625_22081112-22081193	0.52052	Modifications
DNAAF2:49628012-49628155_49625173-49626048_49633286-49635244	0.562789743589743	Modifications
DNM1L:32737865-32737942_32737104-32737161_32738263-32738296	0.588352657004831	Modifications
DOCK7:62544947-62545039_62543655-62543745_62552731-62552761	0.219850267379679	Modifications
DTX2:76497337-76497477_76492152-76492253_76500440-76500520	0.3896	Modifications
DUSP22:335114-335163_311879-311962_345853-345912	0.651164021164021	Modifications
EDA2R:66605048-66605226_66602632-66602797_66615933-66616020	0.558333333333333	Modifications
EHBP1:62858406-62858510_62831018-62831158_62859168-62859291	0.188991525423729	Modifications
EIF4G1:184315763-184315856_184314494-184314674_184317320-184317431	0.460155963302752	Modifications
EIF4G1:184315763-184315856_184314494-184314674_184317716-184317773	0.457129411764706	Modifications
ELN:74057640-74057696_74056671-74056713_74059885-74060047	0.443788043478261	Modifications
ENSG00000249624:33262793-33263637_33252661-33252830_33268393-33268517	0.455947368421053	Modifications
ENSG00000259171:20693547-20693650_20684586-20684758_20699354-20700576	0.3008	Modifications
ENSG00000271793:85641292-85641451_85640445-85640564_85642796-85642978	0.72144019138756	Modifications
ENSG00000288698:179701008-179701129_179690240-179690301_179706933-179707076	0.91475	Modifications
EP400:132021079-132021321_132020048-132020218_132023776-132023941	0.448376712328767	Modifications
EPB41:29060422-29060484_29053103-29053312_29064981-29065158	0.399735849056604	Modifications
EPB41L1:36218876-36218962_36212271-36212376_36221863-36221934	0.685186046511628	Modifications
EPB41L2:130878104-130878250_130865535-130865634_130885095-130885268	0.212619047619048	Modifications
EPB41L2:130878104-130878250_130869562-130870126_130885095-130885268	0.0994676258992806	Modifications
EPB41L2:130878104-130878250_130870327-130870381_130885095-130885268	0.193913461538461	Modifications
EPB41L2:130878104-130878250_130872370-130872538_130885095-130885268	0.3185	Modifications
EPB41L2:130880144-130880206_130865535-130865634_130885095-130885268	0.31169387755102	Modifications
EPB41L2:130880144-130880206_130878103-130878250_130880453-130880489	0.307966666666667	Modifications
