Splice_ID	dPSI	Uniprot
AAK1_69480860-69480961	0.383333333333333	Modifications
AASS_122101371-122101438	0.184708333333333	Modifications
ABCA1_104903614-104903771	0.1798125	Modifications
ABHD14A-ACY1_51980393-51980628	0.3780625	Modifications
ABI2_203394700-203394846	0.167125	Modifications
ABLIM1_114453379-114453483	0.544852459016393	Modifications
ABLIM3_149237448-149237603	0.578852459016393	Modifications
AC004076.1_57456126-57456182	0.205428571428571	Modifications
AC004832.3_30415759-30415865	0.21775	Modifications
AC004832.3_30427171-30427403	0.1573125	Modifications
AC058822.1_53414615-53414722	0.24425	Modifications
AC069281.2_100577086-100577154	0.158571428571429	Modifications
AC069281.2_100577273-100577389	0.1672	Modifications
AC092718.3_81084463-81084594	0.191333333333333	Modifications
AC115284.1_51971460-51971698	0.135	Modifications
AC118549.1_77631850-77633405	0.165409090909091	Modifications
AC234582.1_155198403-155198618	0.16	Modifications
AC242426.2_147284351-147284499	0.182333333333333	Modifications
ACADSB_123037747-123037847	0.265142857142857	Modifications
ACHE_100892334-100892554	0.150888888888889	Modifications
ACHE_100892334-100892643	0.159125	Modifications
ACHE_100892334-100892818	0.15375	Modifications
ACHE_100892687-100892818	0.1943125	Modifications
ACIN1_23089982-23090101	0.175047619047619	Modifications
ACOX1_75973625-75973785	0.176371428571429	Modifications
ACTN2_236735635-236735720	0.327	Modifications
ACTN4_38710257-38710342	0.14778431372549	Modifications
ACVRL1_51913559-51913770	0.0363888888888889	Modifications
ACYP1_75063470-75063561	0.298833333333333	Modifications
ADAM10_58643886-58643978	0.2772	Modifications
ADAM19_157491835-157491912	0.161	Modifications
ADAM23_206571727-206571816	0.288333333333333	Modifications
ADAM33_3674504-3674693	0.1876	Modifications
ADAMTS13_133425938-133426062	0.251545454545455	Modifications
ADAMTS13_133438246-133438366	0.272413043478261	Modifications
ADAMTS14_70674556-70674995	0.224235294117647	Modifications
ADARB1_45175730-45176664	0.228571428571429	Modifications
ADCY8_130847424-130847513	0.280724137931034	Modifications
ADCYAP1R1_31077991-31078098	0.116333333333333	Modifications
ADD3_110132305-110132400	0.412875	Modifications
ADGRA2_37814896-37814967	0.146666666666667	Modifications
ADGRA3_22473772-22473843	0.124	Modifications
ADGRB2_31742053-31742217	0.160666666666667	Modifications
ADGRB2_31755999-31756815	0.144714285714286	Modifications
ADGRE2_14755654-14755844	0.2884	Modifications
ADGRE2_14755654-14755877	0.236272727272727	Modifications
ADGRE2_14773938-14774054	0.17225	Modifications
ADGRG3_57676200-57676338	0.28475	Modifications
ADGRG5_57570418-57570535	0.2499	Modifications
ADGRL1_14160593-14160696	0.125666666666667	Modifications
AFAP1L1_149306306-149306404	0.17175	Modifications
AK2_33021593-33021703	0.284285714285714	Modifications
AKAP8_15373786-15374065	0.2032	Modifications
AKNA_114343708-114343803	0.155333333333333	Modifications
AKR1A1_45568485-45568684	0.155	Modifications
AKT2_40236238-40236385	0.171	Modifications
AKT2_40265222-40265351	0.159333333333333	Modifications
AL358113.1_69249375-69249485	0.00104999999999999	Modifications
AL358113.1_69251035-69251364	0.167923076923077	Modifications
ALDOA_30068818-30068990	0.289666666666667	Modifications
ALG9_111870228-111870370	0.132	Modifications
AMBRA1_46508191-46508370	0.167	Modifications
AMPD2_109620914-109621266	0.448793650793651	Modifications
ANGPT1_107303240-107303367	0.175666666666667	Modifications
ANGPT4_874284-874414	0.331	Modifications
ANK2_113348276-113348308	0.38621052631579	Modifications
ANK2_113353045-113359299	0.318079365079365	Modifications
ANK3_60068637-60076448	0.609472727272727	Modifications
ANK3_60073872-60076454	0.527701754385965	Modifications
ANK3_60082150-60082176	0.379509090909091	Modifications
ANKRD17_73113792-73113908	0.1664	Modifications
ANKRD17_73139531-73140283	0.126975609756098	Modifications
ANKRD39_96848269-96848444	0.209333333333333	Modifications
ANKS1B_98829174-98829251	0.254142857142857	Modifications
ANKS3_4726979-4727177	0.196836734693878	Modifications
ANKS6_98790104-98790606	0.265677419354839	Modifications
ANLN_36417080-36417190	0.12075	Modifications
ANO2_5744157-5744317	0.191	Modifications
AOAH_36686699-36686794	0.140636363636364	Modifications
AOC3_42855444-42855573	0.311333333333333	Modifications
AP000295.1_33262793-33263637	0.424333333333333	Modifications
AP003071.5_69085210-69085286	0.2464	Modifications
APLF_68513080-68513227	0.1998125	Modifications
APOBEC3G_39078932-39079085	0.174535714285714	Modifications
ARFRP1_63706999-63707092	0.16025	Modifications
ARFRP1_63706999-63707097	0.14675	Modifications
ARHGAP17_24935470-24935639	0.146666666666667	Modifications
ARHGAP17_24939364-24939597	0.0266666666666667	Modifications
ARHGAP18_129583988-129584112	0.13775	Modifications
ARHGAP19_97266079-97266125	0.306666666666667	Modifications
ARHGEF1_41897946-41898113	0.295136363636364	Modifications
ARHGEF40_21073932-21074991	0.658961538461539	Modifications
ARHGEF40_21073932-21075180	0.163923076923077	Modifications
ARHGEF7_111209872-111210002	0.0816363636363636	Modifications
ARID3B_74591151-74591434	0.1799	Modifications
ARID4A_58366024-58366068	0.203647058823529	Modifications
ARID4B_235160511-235160647	0.2495	Modifications
ARL14EP_30330886-30331374	0.130833333333333	Modifications
ARPP19_52568848-52568900	0.161895833333333	Modifications
ARPP19_52568848-52568902	0.139807692307692	Modifications
ARPP21_35715439-35715476	0.38175	Modifications
ARPP21_35721605-35721834	0.16575	Modifications
ARSA_50626834-50627052	0.142555555555556	Modifications
ARSD_2910659-2910793	0.1765	Modifications
ARSL_2958274-2958435	0.199	Modifications
ASAP2_9391062-9391196	0.419	Modifications
ASGR1_7177210-7177326	0.3038	Modifications
ASIC3_151051172-151051319	0.196538461538462	Modifications
ASIC4_219535171-219535324	0.117	Modifications
ASL_66081803-66081997	0.129666666666667	Modifications
ATF2_175121444-175121540	0.210125	Modifications
ATG16L1_233273721-233273777	0.365705882352941	Modifications
ATM_108248933-108249102	0.2714	Modifications
ATP7A_78029250-78029444	0.172	Modifications
ATP8A1_42569161-42569205	0.420288461538461	Modifications
ATRNL1_115171037-115171292	0.154294117647059	Modifications
ATRX_77717131-77717243	0.132583333333333	Modifications
ATXN2_111516154-111516363	0.165081081081081	Modifications
ATXN2_111516154-111516399	0.272476190476191	Modifications
AUH_91325318-91325404	0.139666666666667	Modifications
AXIN1_346148-347106	0.183413043478261	Modifications
B3GALNT2_235489168-235489268	0.470333333333333	Modifications
B4GALNT1_57631200-57631364	0.153206896551724	Modifications
B4GALNT1_57631339-57631364	0.2135	Modifications
B4GALT6_31657976-31658089	0.15675	Modifications
B4GALT6_31666256-31666372	0.150857142857143	Modifications
BACE2_41250752-41250901	0.128666666666667	Modifications
BANP_87975048-87975185	0.1547	Modifications
BANP_87975048-87975203	0.250052631578947	Modifications
BANP_87975048-87975207	0.243	Modifications
BARD1_214780560-214781509	0.14775	Modifications
BATF3_212696961-212697065	0.126	Modifications
BCAR1_75236828-75236998	0.1645	Modifications
BCAS1_53966906-53967073	0.0727820512820513	Modifications
BCHE_165829517-165831041	0.28869696969697	Modifications
BCL11A_60460682-60461744	0.1708	Modifications
BCL2L11_111123733-111124139	0.23725	Modifications
BCL2L12_49667019-49667161	0.194428571428571	Modifications
BCL2L12_49668851-49668937	0.338166666666667	Modifications
BCL2L12_49670216-49670488	0.234076923076923	Modifications
BCLAF1_136267029-136267175	0.181103448275862	Modifications
BCLAF3_19950753-19950868	0.1895	Modifications
BEGAIN_100540496-100540579	0.182666666666667	Modifications
BEGAIN_100567911-100567939	0.1877	Modifications
BIRC5_78216664-78216781	0.134142857142857	Modifications
BMP5_55760457-55760533	0.168	Modifications
BMP7_57173200-57173310	0.108	Modifications
BMPER_34078985-34079186	0.165111111111111	Modifications
BOK_241559455-241559703	0.2158	Modifications
BPNT1_220079727-220079854	0.146833333333333	Modifications
BRAF_140734617-140734770	0.176512195121951	Modifications
BRAP_111681637-111681835	0.151	Modifications
BRAP_111683146-111683307	0.134666666666667	Modifications
BRCA1_43124017-43124115	0.177	Modifications
BRD8_138164087-138164133	0.218	Modifications
BRPF1_9744224-9744508	0.146666666666667	Modifications
BRPF3_36211258-36211560	0.163645161290323	Modifications
BRSK1_55304050-55304110	0.152882352941176	Modifications
BSN_49662876-49663666	0.1984375	Modifications
BTAF1_91942422-91942568	0.162	Modifications
BTBD7_93295970-93296157	0.21325	Modifications
BTN3A2_26372897-26373097	0.24177358490566	Modifications
BYSL_41930132-41930270	0.121	Modifications
C11orf58_16748097-16748157	0.29675	Modifications
C11orf74_36633284-36633438	0.171358208955224	Modifications
C12orf49_116723067-116723223	0.0236	Modifications
C16orf74_85710164-85710285	0.1732	Modifications
C16orf74_85710164-85710307	0.211	Modifications
C19orf54_40742515-40742770	0.296333333333333	Modifications
C19orf57_13889188-13890462	0.17875	Modifications
