SpliceID	dPSI	Uniprot
MRPL43:100983948-100984074_100983754-100983817_100986748-100986975	0.314730941704036	Modifications
MRPL43:100983948-100984074_100983754-100983817_100987089-100987270	0.413752577319588	Modifications
KCNIP2:101831072-101831167_101829074-101829199_101843495-101843568	0.285111111111111	Modifications
PPRC1:102146672-102147392_102144249-102144307_102148371-102148521	0.468726315789474	Modifications
ADD3:110132305-110132400_110130362-110130486_110133325-110135565	0.131236421725239	Modifications
ABLIM1:114453379-114453483_114451623-114451671_114465697-114465827	0.27485049833887	Modifications
SHTN1:116901765-116901957_116881476-116886566_116911789-116911843	0.399893939393939	Modifications
WAC:28595695-28596041_28590719-28590832_28608185-28608593	0.7125	Modifications
WAC:28595733-28596041_28590719-28590832_28608185-28608431	0.820101265822785	Modifications
SVIL:29526961-29527056_29524471-29524715_29529704-29529844	0.442871951219512	Modifications
PARD3:34284135-34284245_34269656-34269899_34317106-34317338	0.779531690140845	Modifications
CREM:35179134-35179276_35126809-35127193_35206894-35207051	0.433590909090909	Modifications
CREM:35179134-35179276_35148367-35148491_35206894-35207051	0.416076923076923	Modifications
PTPN20:46964986-46965137_46946562-46946675_46999911-46999974	0.324733333333333	Modifications
ANK3:60068637-60076448_60067934-60068009_60080536-60080618	0.220424242424242	Modifications
ANK3:60073872-60076454_60067934-60068009_60080536-60080618	0.362971014492754	Modifications
ANK3:60082150-60082176_60080536-60080618_60082614-60082686	0.226561403508772	Modifications
ANK3:60137342-60137353_60134270-60134373_60138963-60139087	0.223152173913043	Modifications
TSPAN15:69485141-69485215_69451464-69451690_69495593-69495689	0.83372619047619	Modifications
ANAPC16:72223888-72224056_72215999-72216072_72230365-72230440	0.867524193548387	Modifications
ANAPC16:72223888-72224056_72216011-72216138_72230365-72230440	0.771180327868853	Modifications
CAMK2G:73819532-73819617_73817478-73817554_73821681-73821730	0.25491447368421	Modifications
CAMK2G:73819532-73819645_73817478-73817554_73821681-73821730	0.450574603174603	Modifications
CAMK2G:73828089-73828121_73824039-73824084_73837467-73837511	0.42420625	Modifications
CAMK2G:73828089-73828121_73825278-73825347_73837467-73837511	0.08385625	Modifications
ZCCHC24:79432558-79432758_79394275-79394440_79445194-79445624	0.987729729729729	Modifications
SORBS1:95371326-95371427_95367649-95367699_95371983-95372049	0.345695652173913	Modifications
SORBS1:95371326-95371427_95367649-95367699_95375972-95376056	0.0919722222222222	Modifications
SORBS1:95371326-95371427_95367649-95367699_95381684-95381799	0.144441176470588	Modifications
SORBS1:95375973-95376056_95367649-95367699_95381684-95381799	0.551240625	Modifications
SORBS1:95414494-95414655_95410632-95410777_95421960-95422073	0.225922818791946	Modifications
SORBS1:95414494-95414862_95410632-95410777_95421960-95422073	0.309258899676375	Modifications
CNNM1:99388152-99388301_99387819-99388003_99390305-99390407	0.601316666666667	Modifications
UBE4B:10106197-10106583_10105515-10105744_10117458-10117600	0.148550607287449	Modifications
NTNG1:107430750-107430917_107407681-107407708_107480610-107480840	0.187307692307692	Modifications
NTNG1:107436665-107436799_107418579-107418645_107480610-107481849	0.287222222222222	Modifications
AMPD2:109620914-109621266_109619836-109620278_109625302-109625433	0.246577405857741	Modifications
LRIF1:110951288-110952815_110949850-110950123_110963620-110963922	0.456299003322259	Modifications
REXO2:114445979-114446087_114440655-114440739_114449845-114449917	0.334030303030303	Modifications
CEP164:117382796-117382942_117381700-117381868_117387202-117387412	0.496625570776256	Modifications
TRIM33:114397940-114397990_114392789-114397860_114399456-114399609	0.45046394984326	Modifications
CSDE1:114737471-114737563_114736757-114736855_114737962-114738072	0.110891975308642	Modifications
SAAL1:18083535-18083709_18081410-18081503_18086865-18086960	0.621251461988304	Modifications
NELL1:21534374-21534514_21370852-21370948_21560188-21560382	0.498845360824742	Modifications
VPS13D:12338231-12338305_12335704-12335827_12341779-12341885	0.549299019607843	Modifications
VPS13D:12338231-12338305_12335704-12335827_12341782-12341885	0.467476702508961	Modifications
CD44:35211246-35211449_35189834-35189972_35214851-35214861	0.37471186440678	Modifications
CD44:35211246-35211449_35189834-35190065_35214851-35214861	0.0164644808743169	Modifications
IFTAP:36633284-36633438_36594498-36594641_36648015-36648155	0.452958333333333	Modifications
IFTAP:36633284-36633438_36610080-36610239_36648015-36648155	0.661827715355806	Modifications
ALKBH3:43901516-43901725_43889761-43889828_43919037-43919042	0.82268345323741	Modifications
CHD1L:147284351-147284499_147276103-147276257_147285323-147285487	0.933847826086956	Modifications
TPM3:154169305-154169383_154156612-154159048_154170399-154170469	0.314758865248227	Modifications
TPM3:154169305-154169383_154156968-154157721_154170399-154170469	0.0422959183673469	Modifications
TPM3:154171413-154171488_154170648-154170711_154172028-154172104	0.197562111801242	Modifications
FAM189B:155253859-155253978_155252748-155253732_155254652-155254968	0.338264705882353	Modifications
SCAMP3:155261657-155261734_155260536-155260659_155262085-155262360	0.817085616438356	Modifications
CCT3:156337079-156337240_156335826-156335888_156338153-156338247	0.00415	Modifications
SERPING1:57605603-57606213_57602034-57602169_57611716-57611936	0.3151875	Modifications
CTNND1:57815915-57816001_57815393-57815500_57816296-57819178	0.0234444444444444	Modifications
IFI16:159045297-159045464_159032523-159032691_159051678-159052098	0.126745562130178	Modifications
NCSTN:160351696-160351805_160350104-160350250_160352886-160352991	0.334111111111111	Modifications
RTN3:63718702-63721032_63681482-63681778_63749990-63750198	0.0350046296296296	Modifications
RTN3:63718702-63721032_63704850-63704907_63749990-63750198	0.379518072289157	Modifications
RTN3:63718981-63721032_63681495-63681778_63749990-63750198	0.0338076923076923	Modifications
TRPT1:64225786-64225869_64224800-64225580_64226049-64226148	0.549815789473684	Modifications
