SpliceID	dPSI	Uniprot
ADGRB2:31744193-31744357_31742837-31743002_31744647-31744731	0.819820224719101	Modifications
ADGRL3:61676826-61676935_61587226-61587440_61732753-61733554	0.9814	Modifications
AGAP3:151139979-151140116_151134424-151134568_151141897-151142052	0.393508474576271	Modifications
AKR1A1:45561789-45561878_45550825-45551155_45566568-45566688	0.963092307692308	Modifications
AKT2:40265222-40265351_40256925-40257054_40285180-40285265	0.827372881355932	Modifications
AKT2:40265259-40265351_40256925-40257054_40285180-40285342	0.566741379310345	Modifications
ANKS6:98790104-98790606_98784831-98784876_98796132-98796555	0.758112676056338	Modifications
ARHGEF12:120437308-120437382_120431770-120431911_120440128-120440221	0.98672	Modifications
ARSA:50627556-50627792_50627165-50627406_50627945-50628170	0.835975609756097	Modifications
ASL:66081803-66081997_66075833-66076093_66082367-66082451	0.834880434782608	Modifications
BRD7:50326284-50326391_50325747-50325883_50328668-50328744	0.934320987654321	Modifications
BTN3A2:26372897-26373097_26370321-26370603_26373275-26373296	0.759922222222222	Modifications
C1orf198:230868180-230868402_230855667-230855718_230868811-230868915	0.9375	Modifications
CCM2:45068443-45068579_45064462-45064646_45072725-45072783	0.86488	Modifications
CD33:51225218-51225598_51225079-51225155_51225802-51226081	0.613307692307692	Modifications
CD9:6200384-6200565_6199874-6200072_6225425-6225534	0.968528571428571	Modifications
CD9:6200422-6200565_6199714-6200072_6225425-6225534	0.968571428571428	Modifications
CDC25B:3800743-3800865_3800461-3800498_3800970-3801093	0.8909875	Modifications
CDK4:57751500-57751736_57751206-57751342_57752174-57752295	0.963363636363636	Modifications
CDK4:57751500-57751752_57751206-57751342_57752174-57752322	0.93748051948052	Modifications
CHN1:174808905-174809042_174801706-174801812_174811510-174811588	0.936376344086021	Modifications
CLTA:36198979-36199096_36190855-36191273_36204067-36204179	0.967543859649123	Modifications
CSF1:109923166-109923711_109921846-109921994_109924059-109924190	0.837011111111111	Modifications
CTNND2:10988111-10988242_10981772-10981846_10992550-10992677	0.986032608695652	Modifications
DPP10:115499510-115499604_115343816-115343912_115525897-115525972	0.95344	Modifications
DPY30:31883386-31883462_31869847-31869952_31917925-31918037	0.811307692307692	Modifications
EDIL3:84229855-84229884_84180392-84180521_84254083-84254212	0.772949152542373	Modifications
ENSG00000288663:53295839-53295941_53295524-53295639_53298044-53298150	0.979952380952381	Modifications
EPB41L1:36173764-36173954_36092679-36092813_36175550-36175715	0.76225	Modifications
EPB41L1:36209488-36209898_36197858-36198041_36212271-36212376	0.545375	Modifications
