SpliceID	dPSI	Uniprot
AAK1:69480860-69480961_69465845-69466551_69495984-69496080	0.390735294117647	Modifications
AAK1:69480860-69480961_69465845-69466551_69505568-69505673	0.19910447761194	Modifications
ABI2:203366877-203367044_203328279-203328631_203380207-203380306	0.966423076923077	Modifications
ABLIM1:114453379-114453483_114451623-114451671_114465697-114465827	0.257873015873016	Modifications
ABLIM3:149237448-149237603_149233228-149233300_149239758-149239888	0.118815533980583	Modifications
ACIN1:23089982-23090101_23081747-23081836_23090521-23090633	0.6434	Modifications
ACLY:41896620-41896649_41893032-41893174_41897748-41897839	0.575271317829458	Modifications
ACOX1:75973625-75973785_75960214-75960375_75978533-75978693	0.0988725490196078	Modifications
ACTN4:38710257-38710342_38709394-38709476_38711275-38711361	0.259462686567164	Modifications
ACVRL1:51913559-51913770_51913098-51913350_51914438-51914585	0.67888	Modifications
ADCY8:130847424-130847513_130836276-130836449_130849601-130849803	0.594963414634146	Modifications
ADD3:110132305-110132400_110130362-110130486_110133325-110135565	0.0977054263565892	Modifications
ADGRE5:14397077-14397223_14390923-14391079_14397657-14397804	0.0879047619047619	Modifications
ADGRE5:14397077-14397223_14396249-14396473_14397657-14397804	0.302887640449438	Modifications
AGAP3:151139979-151140116_151134424-151134568_151141897-151142052	0.388293650793651	Modifications
AKT2:40265222-40265351_40256925-40257054_40285180-40285265	0.827112903225807	Modifications
AKT2:40265259-40265351_40256925-40257054_40285180-40285342	0.566508196721312	Modifications
AMPD2:109620914-109621266_109619836-109620278_109625302-109625433	0.221766355140187	Modifications
ANAPC16:72223888-72224056_72216011-72216138_72230365-72230440	0.770622047244094	Modifications
ANK2:113353045-113359299_113350227-113350249_113360822-113360897	0.0667788461538462	Modifications
ANK3:60068637-60076448_60067934-60068009_60080536-60080618	0.158825396825397	Modifications
ANK3:60073872-60076454_60067934-60068009_60080536-60080618	0.300990196078431	Modifications
ANK3:60082150-60082176_60080536-60080618_60082614-60082686	0.213555555555555	Modifications
ANK3:60137342-60137353_60134270-60134358_60138963-60139087	0.57741095890411	Modifications
ANK3:60137342-60137353_60134270-60134373_60138963-60139087	0.192675	Modifications
ANKHD1:140496520-140497278_140486957-140487060_140504820-140504966	0.797018518518518	Modifications
ANKRD17:73139531-73140283_73135116-73135265_73141740-73141792	0.682447154471544	Modifications
ANKS3:4726979-4727177_4726658-4726780_4729979-4730151	0.496047619047619	Modifications
ANTKMT:722084-722134_721800-721941_722308-722590	0.81345	Modifications
ARFIP1:152870753-152870848_152863605-152863714_152872451-152872564	0.607774193548387	Modifications
ARHGEF1:41897315-41897326_41896376-41896482_41897945-41898113	0.553557692307692	Modifications
ARHGEF1:41897946-41898113_41896376-41896482_41898441-41898587	0.278745283018868	Modifications
ARHGEF40:21087320-21087463_21087000-21087105_21087967-21088098	0.51684496124031	Modifications
ARID4B:235176748-235176903_235175183-235175399_235177799-235177913	0.0327647058823529	Modifications
ARMC8:138241783-138241983_138238019-138239528_138245087-138245183	0.942307692307692	Modifications
ASAP1:130091973-130092143_130079901-130079971_130112093-130112322	0.691536	Modifications
ASPDH:50513272-50513416_50512926-50513011_50514477-50514690	0.315541666666667	Modifications
ASPDH:50513272-50513416_50512926-50513011_50514490-50514659	0.2795	Modifications
ATP8A1:42569161-42569205_42555967-42556040_42574618-42574707	0.123490196078431	Modifications
ATXN2:111516154-111516399_111512566-111513539_111518248-111518427	0.672333333333333	Modifications
BAG4:38192688-38192795_38176854-38177139_38207511-38207741	0.726908045977012	Modifications
BAG6:31639500-31639646_31639027-31639226_31640198-31640306	0.67093893129771	Modifications
BATF3:212696961-212697065_212686416-212686979_212699672-212699840	0.922166666666667	Modifications
BCAS1:53966906-53967073_53953431-53953695_53975388-53975430	0.72587037037037	Modifications
BCAS1:53966906-53967073_53953431-53953695_53985286-53985499	0.405175	Modifications
BCL11A:60460682-60461744_60452499-60452666_60462281-60462424	0.106931818181818	Modifications
BFAR:14655066-14655210_14649803-14649973_14661891-14662065	0.937678571428571	Modifications
BID:17743803-17744013_17739348-17739488_17774380-17774495	0.699839285714286	Modifications
BID:17750105-17750174_17739348-17739488_17774380-17774412	0.507844036697248	Modifications
BORCS8-MEF2B:19180686-19180761_19150681-19150764_19182572-19182683	0.841666666666667	Modifications
